text,label
"Could you please put your courses in Udemy, this could lower your course's prices, but for people like me that dont earn in dollar it gets a little expensive in the actuall price, i would apreciate if this is possible, if dont, thank you anyway for all free tutorial ^^",positive
"Nice! Me and many other people requested this tutorial a few days ago, thank you!",positive
"Hi mosh video was great but covered only small portion of java please make video on collection, arraylist, generics in java it will be great help for us we are fully dependent on you so please please make advanced java course as topics which I have mention I am from India I truly appreciate your hard work I have watched your python tutorial which was great and java you make a small video covering only some part please make more video on java",positive
Thank you very much you are best and  I hope you share OOP of Java as soon as possible,positive
"Hey, Mosh, I satrted watching your Python course and it really grabbed me and I am determined to learn Python in depth so I went to see your Python courses on your site and I saw you have two-one for developers and one for beginners. I was curious what course I should buy because I can't say I am a complete beginner-I know variables,functions,loops etc., but I am not that advanced either. Could you tell me your opinion on which I should get. I would be really thankful.


Also I am sure that this tutorial is good too so I am looking forward to watching it after I feel ready for the next language.


Keep up the good work!!",positive
"Thanks again, Mosh. As usual, I appreciate your simplicity in software engineering. That's why I never regret my annual subscription. Keep serving humanity.",positive
"My God Mosh, I thank your parents for birthing you. You have taught me so much, my only regret is not discovering you sooner. Anyway, this sounds shameless but can I have a discount coupon for the annual plan, U.S prices are kinda steep here in Africa",neutral
Mosh Thank you Again. The project is one of the thing i was looking for. When will you provide the Course for purchase?,neutral
I don't see a link for the complete tutorial in the description. Where can I find it?,neutral
"Thanks Mosh for this awesome content. I have a few years of Java programming experience but it's always good to go back to the basics.

In your opinion, is it better to invest in Java or .NET (C#) given the current state of the Java ecosystem (fragmentation of the Java community in different versions)? Also the future of .NET seems very promising with .NET 5. I'm just wondering if it's a good idea to leave Java behind and start learning C# as my primary language (with your courses obviously). Have a nice day.",positive
Thanks 😊☺️ for posting mini courses.,positive
"Thank you very much dear Mosh! You are the best, i was waiting all the day for this course. I'm proud of you specially because we are from the same country. Thanks a lot!",positive
"I saw your python course that was awesome! 
make another advance course about python 👍
Thanks a lot 🙏",positive
This IDE is literally PyCharm Java Edition. How lucky i am? once again the proggramming gods have responded to my calls.,neutral
Thank you Mosh.  I purchased your Python course last month and when I complete that I'll get on this one.  Your tutorials are helping me greatly with my job!  Thank you so much.,positive
Once again Mosh. You are here with what I truly needed. You got some seriously extra-ordinary teaching skills. Love to watch your courses. Waiting for full one on website.❤,positive
"love this video, id love for you to check out my channel too. Have a nice day  ❤️",neutral
"most please also create series for design pattern , architecture patterns . how to design nice layers and service oriented architectures",neutral
best tutorial ever,neutral
love it,positive
"@Programming with Mosh, will you be uploading this on codewithmosh.com soon?",neutral
I love your python tutorial now iam happy.when you are uploaded this video thank you so much...... 😍😍😍,positive
"Hi mosh let me tell you something.... 
You are the best... Fucking best.. 👍👍👍👍👍👍👍👍",positive
"Hey Mosh, thank you man.. I really appreciate what you're providing. it's just fantastic and so right to the point. Brilliant job, I hope you'll make a fortune :D
DAMET GARM ;)",positive
Please make a video on java with angular2 or above using web API .(IDE-eclipse and Database-mysql),neutral
Thank you sir for everything from your channel,positive
"here it is the waited thing REEEEEEEE 
into the pains of java, but with protection of master mosh",neutral
Should .net developer take this course ? Please advise,neutral
Thnqq so mch sir..u r grt👌👌..u teach so well dat i dont hav any words to appreciate you..really osm you are..,positive
"спасибо, я как раз учу java и английский",neutral
thaks bro,neutral
"Thank you so much for this video 
You are the best teacher I ever seen.. 😊😊",positive
Make a video on C++ for beginners to advanced level?,neutral
You are great i was eagerly waiting for it.Please upload some theory lectures to get our basics clear.,positive
"I just finished your python course an wanted to learn java, I searched and boom! you showed up an hour ago. Thanks Mosh",positive
Add oops part also.,neutral
Can you do a tutorial for java for web development,neutral
"Using Windows 10, the $ does not function in terminal mode, using intelliJ..
\HelloWorld>$javac Main.java
'$javac' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\!@#$$$$$$\IdeaProjects\HelloWorld>",neutral
Please make vedio on phython also[2019],neutral
Mosh Hamedani like 👍 Brad traversy comment (I like both😊),positive
"Thanks mosh after python this will be great too
Thanks alot",positive
Thank u so much sir form India,positive
Thank you....sirrrrr,positive
"Looking forward to the full series with web.
When will you release the next portion?",neutral
"Today, I got the difference between FREE and PAID content. A very basic introduction to JAVA by Mosh but I would not recommend it for any serious aspirant because it is lacking very much. Topics like Exception Handling, Multithreading, Servlet, JSP, JDBC, Collection Frameworks, Packages etc... a long list is still waiting to come here.",positive
Awesome job! But we need more JavaScript in the future lessons .,positive
Half of ur subscribers are Indian.,neutral
Loving it. When is the full course I can enroll?,neutral
Waiting for web app series in java,neutral
"Are you planning a little advanced topics as well? Btw thanks a lot for video.. Loved the angular 2 tutorial as well.
Respect and love from India!",positive
Finally 🙃,neutral
"It seems very good tutorial for beghiners, thank you!
1)Do you plan to create more advanced java course, exlpaining interfaces, inner classes etc

2 )Do you plan to create a course for creating desktop apps, (for example with javafx)?

3) what technology do you suggest to build a crossplatform app ? Javafx, electron or anything else?",neutral
"WOW, its here! Thank you!! It gets me excited to learn Java. Gotta go to bed now so will dream of Java for now.",positive
Please make react native next ! :0,neutral
Bro it's awesome man,positive
"Hi mosh, When are you planning to upload full course of Java on your codewithmosh.com ?",neutral
Can u please Teach Swift please try!!,neutral
can you work with java application with vs code?,neutral
thanks so much but what about the live Tutorial ??,neutral
Here Comes the Father of All Java Tutorials out there <3 Thank you Mosh <3,positive
Finally what I was waiting for,neutral
"Thank you very much Mosh, you always the best",positive
Thank you so much Mr.Mosh it was really very helpful for me,positive
Can give machine learning tutorial,neutral
"I always wait for your tutorial video. Please make something for web development and trend technology like django , node with react and some complex project algorithms tutorial . Thank you for your hard work . Love from Bangladesh <3",positive
Sir please also make a video on mongodb,neutral
Another awesome Mosh video... Appreciate what you are doing. Regards🎩,positive
"Didn't yet watched the video, but IAM pretty sure that it will be great, just like the python video of yours mosh!!❤️",positive
i need the private version of this course is it on the website yet?,neutral
I love your course,positive
Big big thanks mosh,positive
"I was waiting for this video,  i thought when mosh will publish this video, and here it is. Thank you so much.",positive
Sir plz one video on c++,neutral
"Hi mosh
I am from India and I request you to please make  videos on C language",neutral
"I'm disappointed with this course. As a big fan and follower of Mosh, I've been with him since his udemy days and I must say Mosh didn't do justice to the course.. There is a lot of assumed knowledge and this will leave beginner confused. I just feel this course is rushed and the basics is not really basic for a complete beginner..",neutral
"Was Searching for a bootstrap course, as soon as I saw your video, just jumped into it. 
Let's watch it.",neutral
Next course PHP,neutral
"Hi, mosh this is for Java developer ! it's fine u gave some time to them, they deserve it. But we still waiting for react-native with redux-saga or flutter.",neutral
Yee welcome my best sir,neutral
"Was waiting for this from a long time,
Thanks mosh... Love your videos..",positive
"Who has seen it for the the first 1000 views comment.

Others like",positive
great,positive
"I am the 149th Person to like. I am that confident that even without watching, this tutorial is gonna be off the hook, just like the rest of the courses from Python. Thanks to you Mosh, You made me programmer. ☺♥",positive
Please tell me the way you learn new programming.,neutral
Love It ❤,positive
"Thanks you so much, i was waiting for this video and just completed python which is amazing and will wait for some more interesting videos.
Love from India🇮🇳🇮",positive
I don't even know what I can say:- Mosh You're the best ever,neutral
Thank you sir.,positive
Amaziiiiinn,neutral
Hello sir thank you for your tutorials.I have a request..Can you make C and PHP tutorials?,positive
"Java for Beginners.......
i was waiting for this.",neutral
Mosh “Thank You” for this Tutorial... 👍🏼,positive
"Urgghh, Mosh you are not selling this course? I thought I could buy the full course on codewithmosh.com",neutral
"Will the full course also cover concurrency, threads and streams ?",neutral
Nice love from Bangladesh,positive
Thank you so much sir,positive
"Just came in, I use Intellij. I'm just learned a few Java concepts. Still need to learn more.",neutral
Can u make a tutorial video on MATLAB ?,neutral
Videos worth watching .. thank you very much Mosh .,positive
"Thanks man


Waiting for full mastery of your course in your websites",positive
Thank you very much...!! Love From india,positive
Hey mosh .. a vedio after a very long time ... Very energetic,neutral
So happy to see you :),neutral
I just love you man... thanks for your wonderful devotion to teaching,positive
Pls make some more JAVA VIDEOS,neutral
Yes yes! Finally❤,neutral
THank u very much Mosh,positive
"You can do anything! 
(Mosh)",neutral
Sir I love your videos. Sir I have a request. Please can you post a video of how to make a discord bot?,neutral
OMG!!!! FINALLLYYY !! thank you ma man!,positive
Was waiting for this. Finished with python and now got this. Thanks a lot sir you're the best,positive
Which laptop do u suggest  for coding??,neutral
Waiting is over. Thanks a lot Mosh,positive
❤️,neutral
View #25,neutral
Thank you for the course,positive
view #4,neutral
"Before watching this video i just wanna thanks you verrry very much... Mosh you are doing great great work and i wanna thank you from bottom of my heart...

Thanks for all..",positive
Haa #24,neutral
View#4,neutral
"2 views 8 likes!
Great job mosh!",positive
View#3,neutral
View #3,neutral
View #2,neutral
View #1,neutral
very very good video thank uuuu,positive
"After 4 years, its still so much better than latest videos! thanks",positive
Ref about random forest https://youtu.be/ymFg_y-LO44?si=VUdTIMBFNI_EYea-,neutral
"Thanks for clearing some points. However, it would be great if you would have explained how the value of root nodes is decided, plus how the traversal is decided to get predictions.",positive
"So clear .. amazing, thanks!! :D",positive
Actually this comment is from a people from the past,neutral
"1:27, *maximising the information gain! 🙂",neutral
"I believe there is an error in the evaluation of the third tree, specifically regarding the condition 𝑥2 ≤ 4.1. You stated that this condition is true; however, since 4.3 is not less than or equal to 4.1, the correct conclusion is that it should be false. Therefore, the value should be zero in that case.",negative
True G.,neutral
oh the indian accent is hard..,neutral
Very Nice. thanks.,positive
"Clearly explained, Thanks",positive
I think this is the Random Subspace not the standard RF . (maybe I am wrong ),negative
"Very good explanation. Even though I am new to this topic, I could understand it easily. Thank you very much.",positive
👏 deserves more subs,neutral
Very nice video,neutral
1:26 I think you mean maximize information Gain,neutral
I've never invested eight minutes with a higher ROI,neutral
The best video on random forest! Good job! Thank you!! 👍,positive
wow!,neutral
What is the logic behind the creation of each one of the trees?,neutral
Love the animation. Easy to understand. 👍🏻👍🏻,positive
you mentioned that the number of features to choose is either the sqrt(n) or log(n). did anybody investigate further why these are good choices or is this just an observation (heuristics). it'll be nice if you can drop some links to tha papers as well. thanks!,positive
"Great video, thanks",positive
"I have a burning question! Do we use a subset of features to build every tree, or to split every node? The video is saying the first case, but some people in the internet is saying the second case. Would much appreaciate if someone could clarify this! Thanks!!",positive
new hampsters cramp approves,neutral
"Thanks for the nice video, really made my day.",positive
Great video!!,positive
Im from future 😂,neutral
great video and explanation !,positive
is there an error at 5:15 with the last tree? shouldnt X1(6.2) > 6.1 and it should take the left leaf node of 0 because it is false,negative
can you please give me your email????,neutral
Thank you for the video,positive
"1:23  correction* --> it should be ""maximizes the information gain"", not entropy gain",neutral
"It is not making sense in 2:00 minute, if you change the id1 data (Xo and X1) features, why you are splitting based on X2 feature?",neutral
"What a legend, thank you so much !",positive
"Such a helpful and engaging video. I had a question, how do you use Random Forests for regression though? How will the decision tree algorithm end, and what will be called ""pure leaves"" in this case?",neutral
So helpful. I was never really able to understand the motivation behind these until now.,positive
The trees🎄😍😍,positive
Thank you so much for that video!,positive
Simply great.. lots of doubts resolved in 1 shot.. Thanks :),positive
"Good explanation, thank you.",positive
damn bro this is so nice and clear explanation,positive
1:23 ***Maximizing Information Gain (entropy loss),neutral
Please make a video on isolation forest,neutral
"Awesome video! You explained the concept so much better than many university lectures. I would just like to make a quick point about the random feature selection step when bootstrapping.

(imho) According to most recent/popular papers on random forest algorithms, the most common and efficient approach appears to randomly select feature subsets at each node when traversing each tree rather than selecting it only once at the tree level.

One explanation I found online is that ""while sampling features at every node still allows the trees to see most variables (in different orders) and learn complex interactions, using a subsample for every tree greatly limits the amount of information that a single tree can learn. This means that trees grown in this fashion are going to be less deep, and with much higher bias, in particular for complex datasets. On the other hand, it is true that trees built this way will tend to be less correlated to each other, as they are often built on completely different subsets of features, but in most scenarios, this will not outweigh the increase in bias, therefore, giving a worse performance on most use cases.""

I really hope this was clear. Any comments are very welcome!",positive
video is awesome!,positive
"When bootstrapping, how do you decide how many trees to make?",neutral
Thank you - that was a really clear explanation! 8 minutes and you made me understand the basics of Random Forest. Crazy.,positive
Man you're really good at explaining things simply and visually love your work,positive
How did we create the 4 random trees? Like how do we choose root node and the leaf nodes. What was the criteria?,neutral
Wonderful!,neutral
Thank you. It was great.,positive
Clearly explained ! Thanks !,positive
I know I'm three years too late - but this is a fantastic video and is easily the best explanation I've seen so far,positive
You’ve got to be Bengali,neutral
When are you going to do an video of Gradient Boosted Trees?,neutral
Really good video! Thank you very much!,positive
Really very helpful one!!!,positive
Very helpful! thank you!!,positive
Thanks again,positive
Tremendous video !!! Simple example got the major points across. Thanks,positive
"Not forbeginnerss for sure, didn't understand shit, even with the data visualized, it was hard to follow with no clear indications on which values or rows or columns were considered and how tree conditions are defined just some textbook words and sentences followed up in tutors voice that's it, if you are explaining clearly then explain everything because not everyone is on the same page as you how did we get values or something just explain. Video-1 explanation on basics-0",negative
Best explanation for a newbie I’ve ever seen!,neutral
That was really superb,positive
"If you use 304 data sets and 6 features? How many subsets of features should we use? I mean, in the random forest estimator (n_estimators=?, max_depth=?, min_samples_split=?)",neutral
Learning Machine Learning made easy. Thanks Nerd. :),positive
The original Random Forests paper says that the trees are grown mutually exclusive and completely exhaustive. Meaning datasets without replacement. The example here shows overlapping datasets. Correct me if I am wrong.,negative
This is a really cool overview of the random forest. Definitely helped me revise what I had read on the algorithm... thanks a lot!,positive
"Amazing explanations as well as quality graphics, as always!!",positive
"Amazing explanation, thank you very much for sharing your knowledge!",positive
how can i cite this to my paper 😅😅,neutral
You are the best!!,neutral
well explained bro... please make one explaining the extra tree algorithm for regression,positive
"Really good explanation, much much better than my lecturer",neutral
AmaaaaaaaaaZing! I'm learning and enjoying your story telling :),neutral
Great one. Thanks (-:,positive
best video so far!!,neutral
This explaination is crystal clear! Thanks best I have ever seen,positive
Can it be applied in the context of political risk and non linear complex systems to make predictions?,neutral
Thank you sir for this crystal clear explanation.,positive
"Thx a lot, Im people from the future😂",neutral
If we get 2 zeroes and 2 ones in aggregation what we should do... Which label we should take,neutral
"Very clear explanation!! This is the first time I understood the words ""bagging""!",positive
"Perfectly lucid explanation, keep the high quality content up",neutral
Got an exposé in a few minutes. This has all I need. Thanks 👍🏾 God bless,positive
beautiful music!!,neutral
thanks!,positive
"Thank you very much! You are a talented pedagogue, and your videos are easy to follow and satisfyingly informative.",positive
That is so clearly explained. Well done!!,positive
"Good Job bro, this explaintion is prefect",neutral
literally the best video on this topic!!!,neutral
Very nicely explained!,positive
He knew that we would come to him in the future,neutral
"Genuinely the most clear video I've yet to see on Random Forest, I can't believe I finally understand !!",positive
I am indeed a people from the future. For now.,neutral
this was very well explained and simple to understand,positive
The best concise explanation!,positive
"##decision tree is highly sensitive to training data, meaning it will have high variance and fail to generalize
##bootstap sampling
##select random features",neutral
is there a coding session for RF?,neutral
Ngồi nghe 2 tiếng trên trường không hiểu gì mà xem vid này xong hiểu luôn. Video 10 điểm không có nhưng ^^,neutral
"Marvelously explained, thank you so much",positive
Well done,positive
amazing.,positive
I should give you my degree at this point. Thanks dude,positive
"Sir, your videos are phenomenal. Extremely thorough and very informative. I wish you all the best in your future endeavors!",positive
"God bless you, bro",neutral
Very good and clear explanation,positive
Nice class,neutral
Great explanation. Thank you!!,positive
"Today, we’ll set up our camp 🏕️ 🔥 in random forest 🌳 🤪 0:05",neutral
"1:10min  mybe i am stuipid, but i dont get how the first split leads to a pure leafe.",neutral
"Not only a very well-explained video, but aesthetically superb too; the diagrams, the music when the trees are being created - brilliant video! Well done!",positive
You spoke freely and used pictures. Good Job.,neutral
what a didnt understood for a week on book reading i understand it on this video thank you very much,positive
You have made me understand a topic in 6 minutes which my Dr. at uni couldnt in a whole semester. Thank you.,positive
muchas gracias por la explicación! me ayudó muchísimo!,neutral
Your explanations are so well and interesting... ❤❤❤,positive
Normalized nerds is what we all nerds tend to become! Thanks for this nice video!,positive
"Can someone explain, why the deep of the second tree is one?",neutral
No disrespect to the content but dude... your diction is annoying,neutral
"Really, a nice video, piano music while creating the trees, really nice, congrats for your dedication, thanks for sharing your knowledge",positive
This is the most helpful machine learning video I have ever seen!,positive
Unbelievable clarity and simplicity. Hallmark of someone who has truly understood in depth and genuinely wishes to share😊,neutral
"Amin the medical field, not big fan of stats, but need this knowledge for my research. You did a great job in explaining the concept. Big fan!!",positive
How do you do the feature selection?,neutral
Very nice explanation of this algorithm,neutral
Amazing vedios!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
Can you provide a video on quantile regression.I have a presentation on quantile regression but I am not much aware of this topic.,neutral
great!,positive
Amazing illustrations👏,positive
"Bro, you really explained it very well 🎉",positive
"great video, love the music btw :D",positive
"I love your explanations, you are the best to teach these complex concepts",positive
how anyone can do so much hard work to make this type of video for us. its amazing work. i can understand how those animations are important for machine learning problem. thank you very much,positive
Awesome Man !,positive
Thank you for the video. The best explanation I’ve seen so far,positive
I think your table is not correct for X0 (5th row)  and  for X1<=6.1 condition,neutral
"Nice, clear explanation. Many thanks!",positive
really good explanation,neutral
Enjoyed and appreciated this so much. Clear to the point. Thank you so much!,positive
Excellent use of Manim (by 3 blue one brown). Thanks for the great explanation!,positive
The bootstrapped samples do not have to be the same size as the original dataset.,neutral
You should cover the whole ML syllabus...👏,neutral
Just came across your channel and i must say you deserve a lot of accolades for how much effort you put into visualizing these concepts and explaining the motivation behind everything so well. Good job really. Not many like you out here,neutral
"I don't quite understand where you get the 0s and 1s as the child in making a decision tree, can someone  please make me understand haha",neutral
Amazing video! I learned a lot on how this works. Will you or do you have videos that talk about what kind of real application scenarios are the best to use the random forests model and why.,positive
Random forest benefit to convert high variance to low variance sir...,neutral
thank you dude,positive
"Influencers: All you need is GPT4 or XGboost
Reality: People in industry use ""classic"" ML algorithms all the time",neutral
"It is impressive video. But i have some confusion. Why you consider only x3, x2, x1 for second, third and fourth tree? You consider both x0 and x1 according to your random sample dataset, but why not consider both for remaining three trees?  for example, if i consider x4 as root node in tree 3, and x3 for tree 4,  it will be ok? if you give answer it will help for me . thanks in advance.",positive
Excellent graphics. It took me just seconds to realize that this is a mega common data structure.,positive
"When you use the data point example and apply it to the trees, how are those data points entered to obtain the output e.g., 1 from model 1",neutral
Thanks a lot for this wonderful presentation.,positive
This damn indian accent!,neutral
Great Explanation!!!,positive
super clear. loved it.,positive
You are amazing.Literally whenever I search for a ml algorithm on youtube your channel pops-up.Thank you for your content🤗,positive
Super helpful!,positive
Excellent work🎉,positive
Thanks for a great video!,positive
Why did you stopped uploading?,neutral
"In this context, variance refers to a property of some models to have a wide range of performance given random samples of data.",neutral
"A decision tree splits in order to maximize the information gain, not the entropy gain.  The goal is to minimize the entropy.",neutral
Hey Normalized Nerd you are the best! You explained these concepts better than my professors.,positive
This is so good😊,neutral
It so soothing bro the piono in the background and keep it up bro we really like your videos amazing,positive
"I just study ML under Andrew Ng course, but found it very confusing. However, you explain it in a very clear way!!!!",neutral
Best video on random forest. Very well explained. Thanks!!!,positive
Wow great sir,positive
Great explanation,positive
"clear explanation and clear visualization, it didn't even feel like learning.",positive
Very good video,neutral
"How did he know we are from the future, is he also from the future? Oh my vishnu.",neutral
just perfect,neutral
good add oil,neutral
Awesome video. I noticed you are predicting 1 of 2 categories. Could you use random forests to predict one of more than 2 categories? Is there a limit to the categories? Thanks,positive
"Awesome, but error at 4:10; the first node of the first decision tree should be “x1 less than or equal to 2.9”, not 4.9.",neutral
Towards the end you said if you want to use it for regression problem you take the average. Could you expound on this please or in a future video,neutral
Very easy explained! Thank you!,positive
"This is actually pretty good, nice job!",neutral
"Correction: No, splits aren't always based on entropy. Entropy is one function that determines where to split a decision tree; although there are alternatives (e.g., gini).",neutral
You explained it so well and clearly this is crazy! AAAAHHHHHHHHHHHHH,positive
"Really helpful, thanks",positive
Great content!! Congrats,positive
Very well explained !,positive
very interesting video! where did you get this info 7:13 ?,neutral
"superb brother, good explanation",positive
"We are not bagging robots to pay us.
Companies capitals (robots) require a human to sign contract.
Finally we are not nerds, its some bad tast tv.
other than that thx for the explanation.",negative
Helpful!!,positive
"Amazing video, thanks! Suscribed!",positive
Wonderful explanation! Thank you so much!,positive
One of the best video that I've come across that explains random forest so easily.  👏,neutral
awesome video!,positive
The last one value should be 0 bcuz 5.5 is less than 6.1,neutral
Are random Forest sensitive to data collected by Times observation if your Table Id 0 mean Time 0 and so on then the classification will be impacted ?,neutral
"love the animation and clear explanations. for classification though, would it make more sense to make sure to use an odd number of trees so that for majority voting you won't have a case of equal number of positive predicted classes vs negative predicted classes? awesome stuff keep it up!",positive
love you bro,positive
you rock! thanks a lot,positive
Best video on random forest.. thank u very much,positive
Thank you for the high quality video and explanations,positive
Nice bgm when building decision trees 😂,neutral
loray ka clearly explained,positive
what if 2 trees predicted 1 as the output and the other 2 predicted 0 as an output?,neutral
"Great job bro, your channel is under-rated.",positive
what if we had 2 ones and 2 zeros,neutral
I built a binary classification random forest for nba games in python and i am getting very high accuracy scores like 80%. I feel like this is an error or overfitting but how can i test,positive
how do you make these animations?,neutral
thank you very much,positive
Video fails to show us how it works as a practical construct.,neutral
This is one of the best Machine Learning Channel. Why you people not update about new videos?,neutral
I think there is a little bit of miss information(as I've watched some other videos like statquest and read some articles) we do not use the same randomly selected subset of features through out the tree from root node to last decision node but we randomly select a subset of features at each decision node to decrease the correlation between the decision trees and make them more robust.,positive
I really can't stress enough how much I love your videos. Now I kind wanna be your friend because you help me so much even though we don't know each other. Lol. Sending online hugs <3 Thank you!,positive
please make a vidio about double random forest thx,neutral
"This was wonderful . Very short, to-the-point and covers all the necessary concepts. I think i have a clear understanding now.",positive
"Love your animations, they make it so easy to understand. Best that I have seen so far!",positive
"6:34 From my understanding, if all such random trees employ same features, all will end up with same outputs. Then there is really *no variance* right?
7:18 I think it is *ln(total no. of features)* instead of log10(). Sqrt(5) is 2.23. You go with 2 features for each forest. ln(5) is 1.6 .

This is an excellent content. Going out for some simple python implementation for the same. Thanks!",positive
"6:35 how will the trees having similar nodes 'increase' the variance?..it would rather fail to involve all sorts of decision trees possible, right?",neutral
1:37 i think  it should be maximizing the information gain,neutral
This is GOLD.,neutral
The best explanation,neutral
Such a good explanation - thank you,positive
"Example given in the video where we took mode of the outcomes from each decision tree, however what if there's conflict as in out of 4 trees; 2 trees voted for class0 and remaining 2 trees voted for class1. So in this situation what would be the final outcome??",neutral
"Can anyone say how we took the values x0,X1 ...?",neutral
"I am thankful to you for providing such high quality content. Bro, by mistake you have written x2 and x1 two times in last two trees.",positive
Excellent video! Very clear explanation and the animation was really easy to follow.,positive
Can't Understand Bro 😑,neutral
"Question: if your output is not binary, but instead continuous (and a continuous output instead of one y output) is random forest algorithm still possible?",neutral
Amazing graphics and clear explanation. Thank you!,positive
"Excellent! What's more, in just about 8 minutes! 👍👍👍",positive
"Excellent video, thank you! I got one small comment. In the original algorithm, a subset of features is selected at every node of the tree. So every tree gets the total set of features, but only a random subset of these features is used at every node.",positive
They should remove the dislike button for this video,neutral
after watching this video i subscribed to ur channel,neutral
You're an excellent teacher & this video was amazing 👏🏾 thank you 😊,positive
Great video! The explanation is so clear! I would also like to share my explanation of the decision tree with an example that might be useful. I would like to hear the feedback as well. Here is the video link -  https://www.youtube.com/watch?v=8ryqWBf8TdY,positive
I have watched several wideos and read a bunch of articles but I still don't know how a radom forest works until I found your video. Thank you!,positive
I am not satisfied with your teaching? e.g. 1: how each tree starts with a particular variable (no reason mentions here),neutral
"dude, good stuff ..",neutral
"you are hero , you are teachng incredible. thanks :)))",positive
Love it!,positive
Double bammmm. Oh wait wrong creator haha,negative
"Very usefull video thanks! Maybe include subtitles, since you have abit of an accent!",positive
never knew it could be this easy,neutral
allahına qurban,neutral
Awesome Video! Can you make one of these but for regression Trees?,positive
"Thanks for sharing this content.
Great video!!!",positive
"Thanks for the video, new sub",positive
"Concise, clear, and accurate. Thanks!",positive
"Why does the variance increase, when you use the same feature repeatedly? 6:30",neutral
Fantastic video!,positive
"Thanks a lot, this is exactly what i was looking for...............",positive
"the explanation is clear and thorough, love it!",positive
Man i dont think this is what called clear explaining 😅🤝,positive
"can I ask, when you are passing in the new data point at 5:08, for x0 and x1, why the 2.8 did not reach to leaf 0? but only just 6.2 has a leaf node of 1??",neutral
clearly explained. Thanks,positive
"great video. except at the end, the comment on regression was fast and there was no example. would have appreciated more detail there. Thanks",positive
"max entropy gain:  only true for classsification, not regression",neutral
Why u fake accent? It is annoying,neutral
"Hey, your explanation about the maths behind the  algorithms with pretty visualisation is awesome. Please upload more videos for other Algorithms,  So that  begginers like me can enjoy the learning.",positive
"Hi man, first of all your videos are amazing. It is nice to see, that you can describe such complex topics so easy!!
Do you have the name of the paper, which investigate that the number of selected features should be near to the log or square root?",positive
Dude this video and the video on decision trees have better content than a full semester on my master's degree. Very very good and clear explanation 👏 👌!!,positive
"5:30
what if we would have got 0 from two trees
and 1 from two trees",neutral
"wow im 19 and just now learning about this, I feel like I wasted my life playing cricket and free fire. I wish I was learning this stuff earlier",positive
"Hi friend
First and foremost,
Thank you for your amazing content
I have a question though
Could you tell me what software do you use for making your videos and the animations in them? I'm trying to make some content for the less privileged children for my community and it'll really help them understand the lessons better if i could make some similar video presentations like yours",positive
"Thank you very much, such a complete anda interesting video",positive
"I've done a few machine learning courses on YouTube and LinkedIn and none of them give a good explanation for bagging  and I struggled with why and how you would logically aggregate over many models with different parameters
and the feasibility of the application of such models.
After watching this, I see a clearer picture.
Thank you

I've been normalized
;)",positive
how did you take those root nodes and splitting?,neutral
"My mathematical heart cracked when he casually said ""log or square root of the total number of features"". Those two values could be many orders of magnitude different from each other.",neutral
"Thanks for the video, very clear and detailed!",positive
Very well explained. Thank you,positive
I liked your mind. You ask philosophical questions and explain those. This is very good learning and teaching method.,positive
"Thanks a lot sir.
Almighty Bless You with all kinds of wealth .",positive
Very good video! (Piano music is a bit too loud for me.),neutral
Best explanation I have gotten so far. This channel is a LIFE SAVER🥲,neutral
Thanks for this. It was really helpful!,positive
OMG.....Really thank u for this ..... i literally haven't seen such an amazing Explanation on Random Forest.... it really helped me to get a perfectly clear picture about this Algo....,positive
"Hi, The explanation is very nice. One thing i am missing is how the tree is deciding which feature to select as root node and in case of continuous variable, what value the root node should check to make the decision? If this is explained, then it will be perfect in my opinion. Overall Good work. Keep it up.",positive
goborli gerlaheeee ;),neutral
"Thanks for your video, it's straightward and very dedicatedly prepared!",positive
"what do u use to make these animations in the video,pls",neutral
Can you make a video on it's code from scratch?,neutral
Amazing explanation! Thanks so much :),positive
Thank you..Well explained..,positive
"Thanks for this great video.  I have a question - when obtaining bootstrap samples of the original dataset, and assigning random feature subsets to their corresponding decision trees, isn't it possible to obtain two or more bootstrap samples which are identical?  And if these bootstrap samples are assigned the same feature subset, wouldn't they produce identical decision trees to be used in the random forest as well?",neutral
I had no idea about what is random forrest before watching it. This 8 minuts talk helped me alot! Thank you!,positive
"clear, direct, precise !!!",positive
I absolutely love the quality of this video!,positive
what an awesome video. big shout out from brazil,positive
Dude I have to say that your videos are really of the best I have watched!! Thank you so much for making those!!,positive
"Great ! I am not ds, but understood a lot. How do you make such vizualization, what soft use?",neutral
"These videos are the best machine learning explanations I've come across anywhere so far, thanks heaps !",positive
Excellent video and excellent channel,positive
Bookmark 2:15,neutral
Great...,positive
"Thank you so much for this video, great explanation and really well executed, kudos!",positive
Dhundla to nhi aega bhaisahab?,neutral
Excellent video! Please make a video on Boosting and BART ( Bayesian Additive Regression Trees),positive
How many times do we usually bootstrap?,neutral
This is really well-detailed explanation! Thank you very much for explaining mathematical part so easily.,positive
Thank you for nice lecture ☺ feels like love with decision tree !,positive
"Very good explanation and very good your animation to explain it! Thanks NN, subscribed!",positive
"Hi sir, thanks for the explanation, highly appreciated! Could you please do something similar for Adaboost?",positive
Really the awesome way to explain,positive
Thanks a lot mate!,positive
can incompetent indian schools not even teach the Queens English properly nowadays? it's painful having to listen to his paj££t accent AND seeing the words spelt wrong,negative
